Time,Data
9.333333333333334e-08,-0.0015835161320865154
1.0966778149386845e-06,-0.0015271988231688738
2.1000222965440355e-06,-0.0013145031407475471
3.1033667781493863e-06,-0.0010327632771804929
4.106711259754738e-06,-0.000706949969753623
5.110055741360089e-06,-0.00039369345176965
6.11340022296544e-06,-0.0001236763782799244
7.1167447045707905e-06,0.0001600590767338872
8.120089186176141e-06,0.0003989876713603735
9.123433667781494e-06,0.0004920694045722485
1.0126778149386845e-05,0.000515721389092505
1.1130122630992195e-05,0.0004328523064032197
1.2133467112597546e-05,0.0001948659773916006
1.3136811594202897e-05,5.071994382888079e-05
1.4140156075808248e-05,-0.00035717524588108063
1.5143500557413599e-05,-0.0006379372207447886
1.614684503901895e-05,-0.0008702035993337631
1.7150189520624302e-05,-0.0010656636441126466
1.8153534002229653e-05,-0.001297702663578093
1.9156878483835004e-05,-0.0013242429122328758
2.0160222965440355e-05,-0.0012507842620834708
2.1163567447045705e-05,-0.0012767210137099028
2.216691192865106e-05,-0.0010282272705808282
2.317025641025641e-05,-0.0008231856627389789
2.4173600891861758e-05,-0.0006805424345657229
2.517694537346711e-05,-0.0003339860122650862
2.618028985507246e-05,-0.0001671711215749383
2.718363433667781e-05,-7.268507033586502e-06
2.8186978818283164e-05,0.0001674966188147664
2.9190323299888515e-05,0.0002475158544257283
3.0193667781493866e-05,0.00023209559731185436
3.1197012263099214e-05,0.00022124871611595154
3.220035674470457e-05,0.00011763791553676128
3.320370122630992e-05,-0.00015553284902125597
3.420704570791527e-05,-0.0004391474649310112
3.5210390189520624e-05,-0.0006258665816858411
3.621373467112597e-05,-0.0008253593696281314
3.7217079152731325e-05,-0.0009704612893983722
3.822042363433667e-05,-0.0010763676837086678
3.922376811594203e-05,-0.0011284304782748222
4.022711259754738e-05,-0.0011545945890247822
4.123045707915273e-05,-0.0010693768272176385
4.223380156075808e-05,-0.000912398798391223
4.323714604236343e-05,-0.0007269596680998802
4.4240490523968784e-05,-0.0005533124785870314
4.524383500557413e-05,-0.00028841220773756504
4.6247179487179486e-05,-0.00016084103845059872
4.725052396878484e-05,-1.3613258488476276e-05
4.825386845039018e-05,3.57313547283411e-05
4.9257212931995535e-05,6.007833871990442e-05
5.026055741360088e-05,0.00011334777809679508
5.126390189520624e-05,-1.8770224414765835e-05
5.2267246376811584e-05,-0.0001139641972258687
5.327059085841694e-05,-0.0003275682684034109
5.427393534002229e-05,-0.00042696751188486814
5.527727982162765e-05,-0.0005944955628365278
5.6280624303232994e-05,-0.0007039331831037998
5.728396878483835e-05,-0.0009158116299659014
5.8287313266443696e-05,-0.0009601421188563108
5.929065774804905e-05,-0.0010005512740463018
6.02940022296544e-05,-0.0009945966303348541
6.129734671125975e-05,-0.0009682861855253577
6.23006911928651e-05,-0.0007841815240681171
6.330403567447046e-05,-0.0006107375957071781
6.43073801560758e-05,-0.0005149513017386198
6.531072463768114e-05,-0.00039312103763222694
6.631406911928651e-05,-0.0002471543848514557
6.731741360089185e-05,-0.0001385518116876483
6.83207580824972e-05,-2.8581591323018074e-05
6.932410256410256e-05,3.7767458707094193e-06
7.032744704570791e-05,-3.152887802571058e-05
7.133079152731325e-05,-0.00010322593152523041
7.233413600891861e-05,-0.00020761589985340834
7.333748049052396e-05,-0.00031863315962255
7.434082497212932e-05,-0.0005203715991228819
7.534416945373466e-05,-0.000602433574385941
7.634751393534002e-05,-0.0007447184761986136
7.735085841694536e-05,-0.0008333452278748155
7.835420289855072e-05,-0.000893621239811182
7.935754738015606e-05,-0.0008812251035124063
8.036089186176143e-05,-0.0008458468364551663
8.136423634336677e-05,-0.0007863157661631703
8.236758082497212e-05,-0.0007868242682889104
8.337092530657748e-05,-0.0005433600163087249
8.437426978818283e-05,-0.0005384063115343451
8.537761426978817e-05,-0.0003201576182618737
8.638095875139353e-05,-0.00027874717488884926
8.738430323299888e-05,-0.00020821415819227695
8.838764771460423e-05,-0.0001574243651703
8.939099219620957e-05,-3.670400474220514e-05
9.039433667781493e-05,-0.0001134766498580575
9.139768115942028e-05,-0.00022860802710056305
9.240102564102564e-05,-0.00025824259500950575
9.340437012263098e-05,-0.0003134611761197448
9.440771460423635e-05,-0.00045205734204500914
9.541105908584169e-05,-0.0005983983865007758
9.641440356744703e-05,-0.0006494979606941342
9.74177480490524e-05,-0.0007411442929878831
9.842109253065774e-05,-0.0007862214697524905
9.942443701226309e-05,-0.0008035412756726146
0.00010042778149386843,-0.0007827705703675747
0.0001014311259754738,-0.0006659540813416243
0.00010243447045707914,-0.0007004962535575032
0.00010343781493868449,-0.0005967495962977409
0.00010444115942028985,-0.0004431519191712141
0.0001054445039018952,-0.0003747856244444847
0.00010644784838350054,-0.0003361345734447241
0.0001074511928651059,-0.00020601670257747173
0.00010845453734671125,-0.00022155605256557465
0.0001094578818283166,-0.00018421013373881578
0.00011046122630992196,-0.0002118340926244855
0.0001114645707915273,-0.0002465578727424145
0.00011246791527313265,-0.0002874193014577031
0.00011347125975473801,-0.00036677217576652765
0.00011447460423634336,-0.0004555644700303674
0.0001154779487179487,-0.0005722251953557134
0.00011648129319955406,-0.0005748162511736155
0.00011748463768115941,-0.0006988596869632602
0.00011848798216276477,-0.0006705414270982146
0.0001194913266443701,-0.0007032256107777357
0.00012049467112597546,-0.0006901330780237913
0.00012149801560758081,-0.000655215815640986
0.00012250136008918618,-0.0005877708317711949
0.0001235047045707915,-0.00048613117542117834
0.00012450804905239686,-0.00042588345240801573
0.00012551139353400223,-0.0003811810165643692
0.00012651473801560757,-0.0003181403735652566
0.0001275180824972129,-0.0002940671984106302
0.00012852142697881828,-0.00025206932332366705
0.00012952477146042362,-0.0002535368548706174
